TIMESTAMP;Batt ;T;Tmax;Tmin;RH;G;G_std;U;Ustd;Udir;Udir_std;P
06/02/16 14:30;13.73;15.41;16.11;14.94;31.95;986;13.49;2.84;1.075;24.46;29.01;0
06/02/16 15:00;13.73;14.55;15.81;13.73;42.5;978;11.12;2.022;0.957;125.7;64.66;0
06/02/16 15:30;13.73;14.48;15.78;13.67;38.87;956;14.77;2.239;0.847;127.1;59.47;0
06/02/16 16:00;13.7;14.65;15.3;13.88;32.74;900;14.02;1.312;0.723;172.4;42.24;0
06/02/16 16:30;13.67;15.72;16.56;15;28.9;848;29.63;1.609;0.85;342;78.15;0
06/02/16 17:00;13.66;15.23;16.11;14.49;30.62;785.3;14.76;3.27;1.629;352.1;33.52;0
06/02/16 17:30;13.66;14.87;15.68;14.42;30.48;722.8;21.16;4.569;2.427;340.9;36.16;0
06/02/16 18:00;13.7;14.63;15.05;14.23;31.27;637.9;25.28;4.472;2.461;338;45.29;0
06/02/16 18:30;13.73;14.12;14.56;13.78;34.26;547.2;27.04;6.667;2.738;330.6;27.95;0
06/02/16 19:00;13.76;13.73;13.98;13.54;34.63;451.1;27.61;10.83;4.054;326;22.51;0
06/02/16 19:30;13.36;13.51;13.67;13.25;36.82;354.2;27.87;11.02;3.24;326.5;19.37;0
06/02/16 20:00;13.33;13.05;13.39;12.78;41.39;260.4;25.78;9.46;3.233;327;20.05;0
06/02/16 20:30;13.31;12.82;12.98;12.65;43.02;172.5;24.59;10.73;3.046;327.6;15.9;0
06/02/16 21:00;13.21;12.63;12.8;12.38;44.58;93.5;21.85;6.082;3.062;337.8;33.58;0
06/02/16 21:30;13.18;12.1;12.77;11.47;50.27;11.84;5.663;4.479;2.432;329.9;44.24;0
06/02/16 22:00;13.16;11.85;12.08;11.53;54.19;1.487;1.199;3.184;1.923;350.3;58.6;0
06/02/16 22:30;13.15;11.64;11.83;11.47;55.23;0;0;6.743;2.393;343.1;25.91;0
06/02/16 23:00;13.15;11.17;11.68;10.18;60.46;0;0;6.264;2.523;350.9;40.08;0
06/02/16 23:30;13.14;10.79;11.09;10.41;60.85;0;0;3.977;2.117;343.7;52.89;0
07/02/16 00:00;13.13;10.73;11.12;10.5;59.61;0;0;4.963;3.114;349;40.85;0
07/02/16 00:30;13.13;10.6;10.74;10.46;57.99;0;0;4.167;1.882;355.6;35.61;0
07/02/16 01:00;13.12;10.51;10.75;10.31;56.78;0;0;3.926;1.642;357.2;27.5;0
07/02/16 01:30;13.11;10.36;10.51;10.15;55.72;0;0;4.312;1.528;356.4;17.75;0
07/02/16 02:00;13.11;10.16;10.36;9.97;57.54;0;0;5.047;1.406;351.9;16.65;0
07/02/16 02:30;13.11;10.11;10.24;9.9;53.21;0;0;4.011;1.685;349.5;28.89;0
07/02/16 03:00;13.1;10.4;10.68;10.04;50.53;0;0;7.09;3.731;338.7;37.6;0
07/02/16 03:30;13.1;10.02;10.32;9.72;55.54;0;0;9.98;3.441;337.8;25.55;0
07/02/16 04:00;13.1;9.62;9.98;9.41;51.97;0;0;5.758;2.828;350.6;40.84;0
07/02/16 04:30;13.09;9.43;9.76;9.16;51.88;0;0;3.652;2.393;27.97;57.88;0
07/02/16 05:00;13.09;9.52;9.72;9.23;49.06;0;0;4.285;2.413;358.3;39.21;0
07/02/16 05:30;13.09;9.45;9.6;9.24;45.61;0;0;4.346;1.965;6.103;37.35;0
07/02/16 06:00;13.09;9.38;9.8;8.85;42.71;0;0;3.547;2.327;340;60.9;0
07/02/16 06:30;13.09;9.34;9.58;9.07;44.17;1.055;1.71;3.22;2.026;328.9;60.46;0
07/02/16 07:00;13.08;9.15;9.34;8.93;46.08;7.345;3.78;4.755;1.879;334.5;29.68;0
07/02/16 07:30;13.08;8.92;9.08;8.77;46.34;37.94;12.47;5.161;2.314;344.1;32.82;0
07/02/16 08:00;13.33;8.72;8.93;8.53;47.49;97.5;34.32;6.203;2.857;336.9;26.7;0
07/02/16 08:30;14.11;8.56;8.88;8.27;49.58;196.7;43.11;11.38;3.264;330.7;19.02;0
07/02/16 09:00;14.11;8.34;8.46;8.18;50.2;89.3;4.315;8.8;3.648;347.1;30.68;0
07/02/16 09:30;14.11;8.4;8.59;8.16;45.81;80.4;2.442;4.531;2.341;36.03;62.28;0
07/02/16 10:00;14.11;8.51;8.65;8.36;45.24;81.5;1.978;2.922;1.822;47.68;61.14;0
07/02/16 10:30;14.11;8.43;8.73;8.13;44.8;93.7;6.379;3.292;1.802;53.68;56.9;0
07/02/16 11:00;14.11;8.32;8.5;8.02;45.5;119.3;11;3.352;1.713;30.98;40.54;0
07/02/16 11:30;14.11;8.09;8.29;7.703;49.83;116.6;4.322;3.19;1.828;19.68;56.49;0
07/02/16 12:00;14.11;7.911;8.23;7.44;53.88;164;15.96;2.429;1.535;95.9;93.1;0
07/02/16 12:30;14.11;7.717;8.47;7.318;55.04;204.5;23.32;3.121;1.858;156.5;76.81;0
07/02/16 13:00;14.11;8.2;8.87;7.43;45.47;273;24.19;3.861;2.147;267.9;86.5;0
07/02/16 13:30;14.08;9.1;9.7;8.46;41.15;358.7;76.06;5.072;2.566;307.6;61.02;0
07/02/16 14:00;14.08;9.03;9.67;8.44;54.69;338.5;144.9;6.61;2.791;345.2;32.77;0
07/02/16 14:30;14.08;8.47;8.83;8.19;55.1; ; ;5.972;2.669;1.277;38.53;0
07/02/16 15:00;14.08;8.77;9.45;8.38;57.7;295.3;117.9;4.048;2.716;340.9;58.85;0
07/02/16 15:30;14.08;8.63;8.97;7.642;60.24;677.2;236.4;7.727;4.561;318.4;57.2;0
07/02/16 16:00;14.08;8.74;9.03;8.33;61.44;606.1;145.5;7.558;3.531;337.8;35.87;0
07/02/16 16:30;14.08;7.988;8.67;6.996;72.14;376.3;57.36;9.26;4.115;330.1;36.87;0.1
07/02/16 17:00;14.15;6.731;7.188;6.269;77.16;226.8;35.53;12.33;3.62;330.1;20.52;0.7
07/02/16 17:30;14.18;7.075;7.561;6.3;74.05;191.5;33.42;13.49;3.575;330;20.14;0.3
07/02/16 18:00;14.18;7.653;8.3;6.794;63.35;229.6;56.87;13.5;4.96;322.4;29.53;0.1
07/02/16 18:30;14.18;8.46;8.93;7.955;63.76;253.7;69.95;15.28;4.084;313.4;22.29;0.1
07/02/16 19:00;14.18;7.484;8.38;6.794;67.19;164.7;32.81;15.18;3.687;316.5;23.03;0.1
07/02/16 19:30;14.18;7.201;7.51;6.834;68.02;82.7;19.31;15.25;4.231;330.1;19.61;0.2
07/02/16 20:00;13.55;7.217;7.642;6.784;70.2;53.63;10.56;13.8;4.962;327.4;22.43;0.2
07/02/16 20:30;13.4;6.71;7.258;5.866;77.67;42.46;3.975;14.9;4.29;318.3;22.09;0.3
07/02/16 21:00;13.27;5.093;5.966;4.411;83.9;21.13;8.72;15.63;4.332;305.9;19;2.4
07/02/16 21:30;13.23;4.66;5.724;3.997;87.1;3.424;2.022;16.27;4.103;303;18.51;1.4
07/02/16 22:00;13.21;3.636;4.098;3.239;85.3;0.363;0.347;22.48;3.047;299.6;11.58;1.7
07/02/16 22:30;13.2;3.831;4.3;3.461;82.8;0;0;22.04;3.425;303.4;12.63;1.9
07/02/16 23:00;13.19;3.796;4.552;3.218;79.2;0;0;19.18;4.42;307.6;15.55;0.9
07/02/16 23:30;13.18;4.552;5.128;3.866;78.76;0;0;16.86;4.445;307.5;16.12;0.6
08/02/16 00:00;13.18;4.122;4.594;3.794;77.73;0;0;14.98;3.595;299.5;13.23;0.8
08/02/16 00:30;13.17;4.387;4.795;3.886;78.05;0;0;13.17;3.744;310.1;20.23;1.1
08/02/16 01:00;13.17;4.607;4.956;4.31;78.18;0;0;15.69;4.187;310;16.59;0.6
08/02/16 01:30;13.16;4.263;4.562;3.906;79.11;0;0;18.44;4.417;309.7;15.15;1.1
08/02/16 02:00;13.15;3.686;4.149;3.28;84.4;0;0;19.24;2.465;307;11.09;0.9
08/02/16 02:30;13.15;3.591;3.987;3.138;82.1;0;0;16.79;4.2;307.8;13.46;0.5
08/02/16 03:00;13.14;3.136;3.632;2.814;84.3;0;0;8.27;3.438;305.5;30.12;0.4
08/02/16 03:30;13.14;2.825;3.088;2.481;89.9;0;0;5.609;2.812;341.5;59.7;0.5
08/02/16 04:00;13.14;2.69;3.068;2.259;86.4;0;0;6.34;4.288;320.2;80.5;0.5
08/02/16 04:30;13.13;2.79;3.078;2.612;88.4;0;0;12.43;4.726;316.4;28.28;0.9
08/02/16 05:00;13.13;2.787;3.078;2.532;88.7;0;0;12.36;3.51;310.4;22.68;0.5
08/02/16 05:30;13.13;2.34;2.532;2.128;91.4;0;0;12.8;3.741;303.4;20.83;0.7
08/02/16 06:00;13.12;2.218;2.522;1.854;91.5;0;0;12.89;3.7;298;24.96;0.8
08/02/16 06:30;13.12;2.151;2.309;2.006;90.7;0.056;0.125;16.4;2.685;281.4;12.03;0.2
08/02/16 07:00;13.12;2.139;2.471;1.954;90.8;1.055;0.546;14.04;2.928;292.8;14.31;0.8
08/02/16 07:30;13.11;2.241;2.502;1.996;92.7;4.283;1.673;16.76;3.459;284;21.18;0.4
08/02/16 08:00;13.11;2.357;2.622;2.168;92.7;11.96;5.893;10.07;3.567;303.5;36.24;0.3
08/02/16 08:30;13.13;2.352;2.602;2.188;93.3;29.02;4.033;10.37;3.965;312.7;29.65;0.7
08/02/16 09:00;13.29;2.296;2.492;2.026;95.9;86.5;22.38;10.23;3.636;312.8;31.98;0.3
08/02/16 09:30;14.39;2.468;2.794;2.077;91.7;119.5;23.87;9.54;4.638;320.4;52.97;0.3
08/02/16 10:00;14.4;2.422;2.654;2.188;89.9;175;44.85;9.5;4.062;333.7;40.55;0.1
08/02/16 10:30;14.4;2.252;2.512;1.935;95.7;310.3;151.1;12.7;4.204;305.7;25.26;0.1
08/02/16 11:00;14.4;2.424;2.956;1.925;91.6;576.5;185.7;13.97;3.568;300;21.14;0.1
08/02/16 11:30;14.36;2.672;2.976;2.077;89.3;644.4;185.4;10.92;4.368;305.7;28.93;0
08/02/16 12:00;14.36;2.87;3.098;2.512;89.3;743.4;137.3;8.76;4.235;316.6;36.51;0
08/02/16 12:30;14.36;3.131;3.482;2.814;83.3;639;189.7;9.13;5.305;316.7;51.25;0.1
08/02/16 13:00;14.36;3.259;3.623;2.896;83.6;489.8;219.6;9.76;5.243;321.4;36.02;0.1
08/02/16 13:30;14.36;3.386;3.664;2.997;78.86;308.6;126.2;16.65;4.084;308;17.5;0
08/02/16 14:00;14.36;3.697;4.128;3.331;75.41;366.9;108.2;10.44;5.038;312.1;43.85;0
08/02/16 14:30;14.36;3.871;4.29;3.299;82.2;410.8;148.2;11.87;5.907;315.6;40.36;0.1
08/02/16 15:00;14.36;3.501;3.684;3.28;83.9;329.9;111.5;11.92;6.152;309.8;49.88;0.2
08/02/16 15:30;14.36;3.185;3.562;2.976;89.1;310.7;100.1;15.61;4.894;306.4;27.61;0.2
08/02/16 16:00;14.36;3.275;3.502;3.017;86.9;378.9;97.5;16.25;4.935;306.1;23.3;0.1
08/02/16 16:30;14.36;3.513;3.755;3.25;85;397.2;72.87;14.41;5.524;310.6;32.99;0
08/02/16 17:00;14.33;3.833;4.078;3.603;84.6;517.5;133.8;8.68;5.481;342.1;81.9;0
08/02/16 17:30;14.33;3.796;4.199;3.442;81.5;593.8;193.1;14.13;5.554;309.6;33.84;0
08/02/16 18:00;14.33;3.837;4.228;3.562;81.9;296.1;93.6;14.96;4.651;306.9;25.54;0.1
08/02/16 18:30;14.33;3.816;4.078;3.594;86.5;217.7;37.06;12.71;5.735;312.2;38.19;0
08/02/16 19:00;14.33;3.776;3.987;3.572;84.1;257.8;68.11;9.53;5.495;313.7;60.52;0.1
08/02/16 19:30;14.33;3.745;4.149;3.32;88.2;220.8;84.9;15.26;6.614;305.4;37.75;0
08/02/16 20:00;14.33;3.407;3.684;3.179;90.4;163.8;31.44;15.96;5.814;306.1;27.21;0.4
08/02/16 20:30;13.55;3.387;3.664;3.208;88.1;65.33;30.49;19.72;5.943;309.1;22.68;0.5
08/02/16 21:00;13.35;3.341;3.755;2.976;90.9;16.46;3.491;20.44;5.944;298.5;21.73;0.8
08/02/16 21:30;13.28;3.085;3.37;2.855;91.5;5.712;2.182;26.79;5.142;290.4;17.43;0.5
08/02/16 22:00;13.24;3.144;3.623;2.855;89.1;0.764;0.607;34.58;5.487;282;11.68;0.5
08/02/16 22:30;13.22;4.789;7.106;2.896;74.14;0;0;39.99;6.392;287.1;11.1;1.1
08/02/16 23:00;13.2;5.364;6.038;4.754;78.68;0;0;41.17;5.707;294.5;12.78;2.9
08/02/16 23:30;13.19;5.595;6.37;4.684;78.54;0;0;40.46;4.588;301.6;10.68;4.2
09/02/16 00:00;13.18;4.754;5.18;4.39;82;0;0;35.91;4.898;304.1;9.26;2.6
09/02/16 00:30;13.18;4.664;4.937;4.411;84.3;0;0;25.12;6.604;306;13.5;1.9
09/02/16 01:00;13.17;4.091;4.532;3.846;88.1;0;0;18.84;4.619;298.9;16.61;2.4
09/02/16 01:30;13.16;4.314;4.654;4.008;89;0;0;22.47;4.329;301.5;18.13;2.9
09/02/16 02:00;13.16;4.165;4.512;3.927;89.8;0;0;21.26;3.564;285.8;13.58;2.1
09/02/16 02:30;13.15;4.644;4.916;4.25;90.9;0;0;20.21;3.418;295;16.08;0.8
09/02/16 03:00;13.15;4.49;4.724;4.31;92.4;0;0;22.72;3.773;281.3;14.09;1.5
09/02/16 03:30;13.14;4.273;4.573;4.018;93.6;0;0;22.55;4.116;256.2;12.83;0.9
09/02/16 04:00;13.14;3.918;4.33;3.442;95.7;0;0;24.34;4.06;252.5;13.5;0.3
09/02/16 04:30;13.14;3.27;3.804;2.814;95.1;0;0;23.14;4.369;259.2;13.25;0.7
09/02/16 05:00;13.13;2.785;3.198;2.532;95.2;0;0;24.53;3.732;261;10.93;0.7
09/02/16 05:30;13.13;2.305;2.774;1.682;94.8;0;0;24.2;3.936;250.9;12.09;0.3
09/02/16 06:00;13.13;1.686;2.106;1.207;86.1;0;0;24.12;3.39;243.9;8.54;0.1
09/02/16 06:30;13.12;1.48;2.067;1.166;83.9;0.336;0.432;26.01;2.865;251;7.428;0
09/02/16 07:00;13.12;0.843;1.622;0.479;92;3.775;2.321;25.19;4.493;264.7;12.6;0
09/02/16 07:30;13.12;0.809;1.116;0.6;86.9;16.17;3.54;30.03;3.711;266.3;8.75;0
09/02/16 08:00;13.14;0.656;0.864;0.418;86.9;44.5;45.83;31.45;3.386;264.2;7.657;0
09/02/16 08:30;14.46;0.638;0.792;0.55;89.2;224.9;52.51;31.2;4.001;263;8.87;0
09/02/16 09:00;14.46;0.453;0.68;0.266;87.9;316.5;62.48;30.26;3.786;263.9;9.79;0
09/02/16 09:30;14.43;0.333;0.57;0.226;89.2;408.5;34.16;21.5;5.131;265.6;17.52;0
09/02/16 10:00;14.43;0.652;0.813;0.469;90.7;492.4;70.89;23.69;4.073;279.1;13.57;0
09/02/16 10:30;14.43;0.674;1.024;0.448;81.5;600.7;80.3;23.98;4.859;287.1;15.35;0
09/02/16 11:00;14.43;1.08;1.318;0.934;72.45;705.2;28.43;27.13;4.054;278.4;12.09;0
09/02/16 11:30;14.43;1.257;1.48;0.994;80.5;778.7;29.5;27.62;4.483;271.8;12.6;0
09/02/16 12:00;14.43;1.066;1.318;0.852;86.2;820;65.61;27.16;4.392;272.8;13.3;0.1
09/02/16 12:30;14.43;1.14;1.582;0.6;78.77;871;80.2;28.14;4.736;278.9;13.09;0
09/02/16 13:00;14.43;1.417;1.824;1.116;76.85;941;97;26.08;4.81;275.4;14.6;0
09/02/16 13:30;14.43;1.759;2.067;1.318;84.4;936;71.28;27.97;4.316;273.6;12.16;0
09/02/16 14:00;14.43;1.654;1.874;1.318;83.2;968;70.01;31.01;4.41;277.3;12.89;0
09/02/16 14:30;14.43;1.554;1.824;1.277;77.5;943;84.9;30.94;4.94;277;12.84;0
09/02/16 15:00;14.4;2;2.33;1.722;78.76;987;16.99;31.94;3.918;271.2;10.7;0
09/02/16 15:30;14.4;2.008;2.33;1.632;84.6;898;69.9;32.37;3.698;271.4;9.84;0
09/02/16 16:00;14.4;1.299;1.896;0.864;92.3;747.9;138.8;29.28;4.652;265.2;13.21;0
09/02/16 16:30;14.43;1.28;1.53;0.994;88.9;749.8;142;27.94;5.516;262;13.7;0.2
09/02/16 17:00;14.43;1.542;2.006;1.096;82.5;687.8;153.9;22.26;6.136;264.4;20.58;0.1
09/02/16 17:30;14.4;2.202;2.572;1.906;83.4;720.5;45.93;19.31;5.322;266.8;23.37;0
09/02/16 18:00;14.4;2.325;2.541;2.168;80.3;605.8;133.1;17.47;5.351;262.8;29;0
09/02/16 18:30;14.36;2.466;2.703;2.218;81.9;468.2;151;20.47;4.707;274.5;18.91;0
09/02/16 19:00;14.36;2.347;2.654;2.077;77.98;386;148.3;13.47;5.464;276;38.98;0
09/02/16 19:30;14.33;2.69;3.007;2.45;76.41;402.4;89;10.02;5.056;281.4;54.68;0
09/02/16 20:00;14.33;2.705;2.936;2.411;79.05;316.2;59.65;8.95;4.973;277.6;56.62;0
09/02/16 20:30;14.33;2.775;3.078;2.44;79.2;221;62.81;8.63;4.909;281.5;64.67;0
09/02/16 21:00;13.76;2.501;2.754;2.268;79.98;77.7;36.39;10.24;5.577;291.4;51.95;0
09/02/16 21:30;13.4;2.329;2.481;2.158;82.4;13.92;10.12;10.11;5.297;277.6;50.81;0
09/02/16 22:00;13.31;2.232;2.37;2.087;77.9;1.233;1.065;11.66;5.185;303.6;42.79;0
09/02/16 22:30;13.26;1.978;2.288;1.783;80.7;0;0;12.67;5.062;283.2;31.88;0
09/02/16 23:00;13.24;1.87;2.046;1.702;81;0;0;13.22;4.354;296.3;31.84;0
09/02/16 23:30;13.21;1.757;1.925;1.601;83;0;0;11.26;5.403;303;39.24;0
10/02/16 00:00;13.2;1.632;1.884;1.369;88.9;0;0;9.66;5.296;310.9;53.09;0
10/02/16 00:30;13.19;1.719;1.864;1.49;80.3;0;0;11.12;4.922;308;33.9;0
10/02/16 01:00;13.18;1.599;1.773;1.439;74.34;0;0;15.65;5.043;296.9;25.01;0
10/02/16 01:30;13.17;1.612;1.844;1.338;80;0;0;16.94;4.681;292.3;21.92;0
10/02/16 02:00;13.16;1.463;1.682;1.288;86.1;0;0;11.84;4.349;306.8;30.45;0
10/02/16 02:30;13.15;1.449;1.642;1.238;86.2;0;0;14.82;3.807;301.9;24.59;0
10/02/16 03:00;13.15;1.555;1.824;1.439;83.9;0;0;13.99;4.515;297.6;29.9;0
10/02/16 03:30;13.14;1.688;2.006;1.46;83.5;0;0;13.76;5.857;290.1;28.37;0
10/02/16 04:00;13.14;2.139;2.43;1.763;74.74;0;0;7.489;5.118;323.4;70.28;0
10/02/16 04:30;13.14;2.219;2.612;1.925;74.89;0;0;11.57;5.08;315.2;52.59;0
10/02/16 05:00;13.13;2.544;2.936;2.106;72.62;0;0;13.49;5.37;322.3;32.16;0
10/02/16 05:30;13.13;3.119;3.765;2.794;69.5;0;0;11.85;5.606;326.9;50.25;0
10/02/16 06:00;13.12;3.236;4.028;2.552;75.66;0;0;13.17;6.429;327.2;36.95;0
10/02/16 06:30;13.12;3.123;3.825;2.37;79.2;0.182;0.246;13.33;6.083;325.7;38.88;0
10/02/16 07:00;13.12;3.421;3.956;2.986;80.3;3.375;2.132;12.45;5.302;321.3;37.25;0
10/02/16 07:30;13.12;3.898;4.583;3.068;80.5;17.75;4.112;13.78;5.647;316.8;32.59;0
10/02/16 08:00;13.13;4.389;4.997;3.562;80.6;29.51;14.23;10.88;4.827;333.3;42.57;0
10/02/16 08:30;13.27;4.827;5.724;3.603;78.99;30.94;3.163;11.39;5.655;319.9;40.23;0
10/02/16 09:00;13.39;5.098;5.926;4.32;71.69;39;6.068;7.798;5.09;329.8;72.2;0
10/02/16 09:30;13.51;5.873;6.209;5.34;74.12;56.24;5.454;8.12;4.9;315;58.8;0
10/02/16 10:00;14.27;6.205;7.118;5.159;75.63;66.95;6.445;9.72;5.779;330.2;72.14;0
10/02/16 10:30;14.24;6.503;7.602;5.724;72.52;83.3;10.91;12.7;5.722;323.1;40.38;0
10/02/16 11:00;14.24;6.857;7.612;6.31;78.65;208.9;206.2;17.19;3.982;308.6;20.02;0
10/02/16 11:30;14.22;6.609;7.965;5.583;79.65;694;250.9;19.02;3.946;306.7;16;0
10/02/16 12:00;14.15;8.6;9.33;7.712;77.9;856;103.4;11.26;4.571;316.3;33.73;0
10/02/16 12:30;14.08;9.27;10.24;8.35;78.21;875;270.4;6.909;3.377;328.6;52.2;0
10/02/16 13:00;14.08;9.46;10.03;8.81;77.72;813;298.8;8.51;4.24;337.7;47.41;0
10/02/16 13:30;14.05;9.79;10.36;8.6;76.56;868;311.9;10.01;4.237;322.8;34.46;0
10/02/16 14:00;14.05;9.09;10.13;7.732;76.63;757.8;345.3;12.37;5.005;318.9;32.65;0
10/02/16 14:30;14.06;8.3;9.7;6.784;79.13;378.1;168;17.66;6.777;312.8;26.51;0
10/02/16 15:00;14.12;9.05;9.36;8.47;77.68;361.9;107.3;20.51;6.883;310;25.37;0
10/02/16 15:30;14.12;8.8;9.26;8.29;75.76;497.9;290.7;19.58;5.978;317.7;27.39;0
10/02/16 16:00;14.12;8.29;8.66;7.965;77.75;851;239.8;20.15;5.96;307.4;25.03;0
10/02/16 16:30;14.12;8.49;8.87;8.24;80;866;114.4;18.45;5.73;307;23.81;0
10/02/16 17:00;14.08;8.68;9.08;7.884;79.96;752.8;184.1;18.19;4.927;300.1;23.37;0
10/02/16 17:30;14.08;8.84;9.3;7.884;76.46;506.3;230.9;19.32;7.519;315.3;31.38;0
10/02/16 18:00;14.08;8.65;9.05;8.19;77.8;334.6;166.6;19.02;6.645;320.9;30.84;0.1
10/02/16 18:30;14.11;8.81;9.04;8.57;77.74;446.6;138.6;16.53;6.162;326.8;36.67;0.1
10/02/16 19:00;14.11;9.42;9.93;8.61;70.28;458.3;91;18.19;7.999;319.1;44.2;0.5
10/02/16 19:30;14.11;9.34;9.77;8.89;71.7;251.2;89.1;20.11;6.365;297.6;24.24;0
10/02/16 20:00;14.11;9.08;9.48;8.69;75.67;85.4;39.26;24.7;6.603;296.4;19.19;0.5
10/02/16 20:30;13.51;9.22;9.95;8.52;80.2;33.83;7.78;30.79;5.774;291.2;13.52;0.8
10/02/16 21:00;13.35;8.62;9.32;8.1;82.8;18.28;3.916;29.27;5.724;292.4;14.34;0.7
10/02/16 21:30;13.29;9.11;10.02;8.42;72.26;6.639;2.908;25.83;5.354;295.3;15.4;0.4
10/02/16 22:00;13.25;10.38;10.94;9.69;69;0.712;0.665;23.66;5.134;297.5;15.38;0.1
10/02/16 22:30;13.23;10.75;11.2;10.38;65.91;0;0;24.4;4.534;300.6;15.04;0
10/02/16 23:00;13.21;10.43;11.11;10.01;67.71;0;0;26.25;4.808;300;13.98;0.1
10/02/16 23:30;13.2;10.11;10.88;9.52;65.96;0;0;30.14;5.581;294.7;14.16;0
11/02/16 00:00;13.19;10.26;10.67;9.69;66.06;0;0;31.64;5.68;296.2;13.84;0
11/02/16 00:30;13.18;10.35;10.99;9.98;64.2;0;0;31.87;5.094;293.8;13.05;0
11/02/16 01:00;13.18;10.57;11.09;10.07;67.22;0;0;29.44;4.901;295.7;15.56;0
11/02/16 01:30;13.17;10.32;10.63;9.86;67.3;0;0;29.24;5.527;296.1;14.18;0
11/02/16 02:00;13.16;9.96;10.4;9.57;64.52;0;0;25.39;5.166;301.5;16.51;0
11/02/16 02:30;13.16;9.74;10.26;9.38;64.38;0;0;26.86;5.001;303.4;13.8;0
11/02/16 03:00;13.16;9.41;9.78;9.14;66.39;0;0;29.93;4.741;301.4;12.55;0
11/02/16 03:30;13.15;9.06;9.54;8.42;71.49;0;0;31.19;4.113;302.4;11.91;0
11/02/16 04:00;13.15;8.7;9.27;7.924;69.51;0;0;31.46;3.995;301.6;12.56;0
11/02/16 04:30;13.14;7.905;9.07;6.936;81.3;0;0;31.55;3.988;299;11.14;0.1
11/02/16 05:00;13.14;7.526;7.884;7.076;75.85;0;0;31.5;3.777;298;10.74;0.6
11/02/16 05:30;13.14;8.3;8.96;7.722;67.37;0;0;32.64;3.917;303.6;9.51;0.7
11/02/16 06:00;13.14;8.91;9.3;8.28;69.19;0;0;35.24;4.395;302.3;8.45;2.2
11/02/16 06:30;13.13;9.27;9.98;8.54;67.15;0.146;0.232;32.93;4.791;301.9;10.12;1.6
11/02/16 07:00;13.13;9.22;10.08;8.75;65.69;4.623;2.436;34.86;4.497;303.4;9.9;0.2
11/02/16 07:30;13.13;9.11;9.68;8.05;71.48;35.26;15.98;31.46;5.301;303.6;11.41;0
11/02/16 08:00;14.15;8.19;8.66;7.762;70.05;92.2;30.65;27.19;4.328;303.3;12.72;0.7
11/02/16 08:30;14.18;7.783;8.51;7.178;75.17;104.9;25.8;26.31;4.128;303.8;11.56;1.3
11/02/16 09:00;14.22;7.489;7.703;7.238;74.22;80.6;11.13;23.44;4.749;306.4;13.83;1.1
11/02/16 09:30;14.22;6.749;7.409;6.248;82.5;106.1;21.12;19.76;3.787;305.3;15.38;1.1
11/02/16 10:00;14.22;6.22;6.704;5.764;86.1;80.2;10.05;18.89;3.971;305.9;14.57;2.5
11/02/16 10:30;14.24;5.642;5.937;5.421;87.9;82;10.84;19.97;3.975;294.6;13.79;2.4
11/02/16 11:00;14.24;5.713;5.946;5.482;87.5;121.4;36.88;18.49;3.416;298.5;14.9;2.4
11/02/16 11:30;14.27;6.054;6.209;5.785;89;159;17.34;19.71;3.681;301.3;16.42;1.7
11/02/16 12:00;14.27;6.181;6.34;5.966;87.1;171.8;22.12;20.41;3.702;298.1;14.46;1.1
11/02/16 12:30;14.24;5.913;6.189;5.664;91;144;16.54;18.55;2.868;291;12.77;1.3
11/02/16 13:00;14.24;5.543;5.785;5.18;91.6;126.7;8.5;17.42;3.385;287.1;14.36;2.4
11/02/16 13:30;14.24;5.137;5.4;4.937;91.8;108.5;8.58;20.56;3.408;286.1;14.88;2
11/02/16 14:00;14.27;5.292;5.542;5.098;86.8;92.7;13.68;17.21;3.259;296.9;16.18;1.8
11/02/16 14:30;14.27;4.897;5.664;4.189;87.8;108.2;9.86;14.37;2.753;292.2;15.73;1.1
11/02/16 15:00;14.29;3.715;4.3;3.078;89.5;137.4;16.29;14.8;2.874;294.1;13.97;1.6
11/02/16 15:30;14.33;2.709;3.422;2.228;90.3;146.2;12.16;15.21;2.161;283.3;10.77;0.5
11/02/16 16:00;14.36;2.268;2.532;1.763;91.7;161.6;22.37;15.32;1.932;281;8.28;0.2
11/02/16 16:30;14.4;1.426;1.804;1.024;93.1;187.9;14.43;15.99;1.879;272.8;7.773;0
11/02/16 17:00;14.43;1.214;1.652;0.985;90;140.2;10.11;16.97;1.821;272.5;6.898;0
11/02/16 17:30;14.42;1.443;1.692;1.298;91.1;135.6;8.88;16.73;1.501;279.4;6.877;0.1
11/02/16 18:00;14.43;1.47;1.601;1.358;91.2;165.2;18.64;15.98;2.15;273.2;8.93;0
11/02/16 18:30;14.43;1.265;1.449;0.954;89.9;194.6;8.28;17.67;2.229;274.4;8.48;0
11/02/16 19:00;14.43;1.184;1.783;0.508;83;234.4;36.99;16.85;4.167;298.1;24.94;0
11/02/16 19:30;14.43;1.822;2.33;1.52;82.6;221.9;91.6;8.07;4.093;4.026;57.29;0
11/02/16 20:00;14.43;1.759;2.067;1.52;83.5;140.6;39.48;5.964;2.742;356;73;0
11/02/16 20:30;14.43;1.488;1.925;1.116;82.1;77.38;28.65;9.33;3.695;340.6;38.44;0
11/02/16 21:00;13.68;1.324;1.662;0.975;83;45.03;11.53;6.485;3.645;13.44;65.65;0
