"TOA5","082_im_hinteren_eis","CR3000","11527","CR3000.Std.29","CPU:20170824_HinteresEis_Ver1.CR3","6258","LowFreq"
"TIMESTAMP","RECORD","TAact_1m_Avg","TAact_2m_Avg","RHact_1m_Avg","RHact_2m_Avg","Pact","panel_temp_Avg","batt_volt_Avg","sw_in_raw_Avg","sw_out_raw_Avg","lw_in_raw_Avg","lw_out_raw_Avg","cnr4_T_C_Avg","Snow_Depth","Raw_Dist","SignalQuality","cnr4_vent_Tot"
"TS","RN","C","C","%","%","mbar","deg_C","V","mV","mV","mV","mV","deg_C","","","",""
"","","Avg","Avg","Avg","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Tot"
"2018-06-22 10:32:00",418635,-1.675793,-1.211032,70.87102,67.57124,686.4587,2.184302,11.6414,14.15242,2.995989,-1.105516,0.2662222,2.056913,0.3890847,1.114,180,0
"2018-06-22 10:33:00",418636,-1.504666,-1.153576,73.21313,70.29539,686.1615,2.306023,11.64239,13.8602,2.918388,-1.144092,0.2098893,2.092543,0.3900025,1.113,181,0
"2018-06-22 10:34:00",418637,-1.464086,-1.035019,73.34212,69.68427,686.2597,2.433527,11.6432,14.01556,2.952209,-1.105543,0.2005034,2.033569,0.389684,1.113,179,0
"2018-06-22 10:35:00",418638,-1.251733,-0.853359,70.46335,66.1194,686.3083,2.566603,11.64332,14.59041,3.097497,-1.01089,0.2063512,1.922546,0.3894732,1.113,171,0
"2018-06-22 10:36:00",418639,-1.164942,-0.7522963,70.42316,66.23796,686.2747,2.704051,11.64408,14.94652,3.211284,-0.9604708,0.2377587,1.835522,0.3891418,1.113,181,0
"2018-06-22 10:37:00",418640,-1.068955,-0.6674242,68.01247,64.63863,686.2247,2.844809,11.64472,14.60506,3.134222,-0.9889242,0.2248355,1.745202,0.3892159,1.113,181,0
"2018-06-22 10:38:00",418641,-1.240725,-0.7633665,67.1927,64.24543,686.7523,2.987909,11.6451,13.88698,2.986596,-1.074443,0.2276496,1.657532,0.3907416,1.112,180,0
"2018-06-22 10:39:00",418642,-1.444171,-0.9145498,69.33607,66.18606,686.2223,3.133891,11.64499,13.92925,2.969749,-1.164587,0.2403185,1.698958,0.3897914,1.113,177,0
"2018-06-22 10:40:00",418643,-1.378049,-0.9813334,70.45161,67.14897,686.2878,3.282347,11.64568,13.77897,2.93153,-1.173074,0.2110374,1.69162,0.390695,1.112,176,0
"2018-06-22 10:41:00",418644,-1.329516,-0.8921543,69.5033,66.00175,686.2533,3.434289,11.64543,13.8058,2.936064,-1.155293,0.2096267,1.644006,0.3887144,1.114,179,0
"2018-06-22 10:42:00",418645,-1.29568,-0.8277939,68.80899,64.98726,685.9716,3.587836,11.64586,13.77048,2.903712,-1.152562,0.1931663,1.528478,0.3895096,1.113,172,0
"2018-06-22 10:43:00",418646,-1.198165,-0.7619734,67.86559,63.69431,686.2181,3.743434,11.64636,14.00144,2.99345,-1.102628,0.2107952,1.408676,0.3902582,1.112,185,0
"2018-06-22 10:44:00",418647,-1.085286,-0.7099876,68.54403,64.0587,686.3326,3.900177,11.64654,14.37449,3.099219,-1.061021,0.230334,1.381704,0.3891723,1.113,177,0
"2018-06-22 10:45:00",418648,-1.070456,-0.6749178,69.06365,64.48311,686.3317,4.058911,11.64696,14.00803,3.009847,-1.112728,0.2379066,1.391682,0.3890575,1.113,186,0
"2018-06-22 10:46:00",418649,-1.128112,-0.649783,69.0504,64.87021,686.5445,4.220895,11.6475,14.0549,3.016099,-1.117519,0.2403159,1.417747,0.3913382,1.111,176,0
"2018-06-22 10:47:00",418650,-1.101145,-0.7226995,70.35308,66.53827,686.709,4.38363,11.64723,14.2793,3.0766,-1.093856,0.2412339,1.51604,0.3883723,1.114,181,0
"2018-06-22 10:48:00",418651,-1.342744,-0.8221176,69.54626,66.65195,686.0971,4.548669,11.64815,14.27701,3.053282,-1.09725,0.2568673,1.631145,0.3895802,1.113,181,0
"2018-06-22 10:49:00",418652,-1.198678,-0.7991711,69.868,66.20208,686.8715,4.715571,11.64823,14.71083,3.145695,-1.041136,0.2328009,1.70307,0.3893576,1.113,186,0
"2018-06-22 10:50:00",418653,-1.265581,-0.757238,67.60642,65.6794,686.6391,4.884343,11.64893,14.99007,3.229824,-0.9867976,0.2639683,1.806615,0.3897777,1.113,171,0
"2018-06-22 10:51:00",418654,-1.298511,-0.8115728,69.73508,66.67542,686.4734,5.054555,11.64939,14.85676,3.198062,-1.018574,0.2724109,1.92435,0.3915907,1.111,182,0
"2018-06-22 10:52:00",418655,-1.316561,-0.8717674,69.48933,66.64405,686.5702,5.226158,11.64952,14.32345,3.055568,-1.105024,0.252582,1.990057,0.3926436,1.11,180,0
"2018-06-22 10:53:00",418656,-1.307617,-0.8948467,70.86903,67.9536,686.5861,5.397881,11.64978,14.27349,3.03275,-1.102427,0.2500146,2.011838,0.3887209,1.114,188,0
"2018-06-22 10:54:00",418657,-1.359946,-0.8824791,72.08453,69.08882,686.4023,5.569099,11.6503,14.69252,3.128858,-1.044182,0.2725153,2.068413,0.3884717,1.114,176,0
"2018-06-22 10:55:00",418658,-1.117152,-0.7964655,71.85033,68.01869,686.2524,5.739161,11.65002,14.93985,3.203467,-1.010688,0.2636811,2.095778,0.3901635,1.112,189,0
